id,title,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL
2700,South Park: Bigger Longer & Uncut,1999,7,92,74,18,80,6.7,24,20,4,83,3.7,46689,86,http://content8.flixster.com/movie/11/12/93/11129370_det.jpg
2701,Wild Wild West,1999,3.9,102,21,81,20,3.7,24,4,20,16,2.7,31689,39,http://content8.flixster.com/movie/11/15/28/11152830_det.jpg
2702,Summer of Sam,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/88/16/10881687_det.jpg
2703,Broken Vessels,1998,5.7,14,9,5,64,0,3,2,1,66,0,0,0,http://content6.flixster.com/movie/28/27/282796_det.jpg
2704,Les amants du Pont-Neuf,1991,7.1,14,11,3,78,0,2,2,0,100,4,1699,86,http://content9.flixster.com/movie/10/87/69/10876955_det.jpg
2705,"Fin août, début septembre",1998,6.7,22,18,4,81,7.6,7,7,0,100,3.5,332,61,http://content8.flixster.com/movie/10/88/53/10885374_det.jpg
2706,American Pie,1999,5.7,115,67,48,58,5.5,25,13,12,52,3.4,203348,63,http://content8.flixster.com/movie/11/12/27/11122778_det.jpg
2707,Arlington Road,1999,6.1,86,52,34,60,5.7,19,9,10,47,3.3,6430,72,http://content6.flixster.com/movie/27/14/271400_det.jpg
2708,Conte d'automne,1998,7.8,32,30,2,93,8.3,11,11,0,100,3.8,273,81,http://content6.flixster.com/movie/10/91/18/10911872_det.jpg
2709,Muppets from Space,1999,6.2,53,33,20,62,5.6,20,10,10,50,3,4740,55,http://content7.flixster.com/movie/10/87/15/10871517_det.jpg
2710,The Blair Witch Project,1999,7.5,125,106,19,84,7.2,28,25,3,89,2.5,23900,47,http://content8.flixster.com/movie/10/91/56/10915602_det.jpg
2711,My Life So Far,1999,6.3,25,18,7,72,6.2,5,3,2,60,3.1,618,41,http://content9.flixster.com/movie/26/06/260603_det.jpg
2712,Eyes Wide Shut,1999,7.3,119,93,26,78,6.7,26,18,8,69,2.9,26285,66,http://content6.flixster.com/movie/55/09/34/5509348_det.jpg
2713,Lake Placid,1999,5,68,26,42,38,4,17,4,13,23,2.6,12183,40,http://content7.flixster.com/movie/20/49/88/2049881_det.jpg
2714,The Wood,1999,6,56,34,22,60,5.7,17,10,7,58,3.9,6421,90,http://content7.flixster.com/movie/26/79/267909_det.jpg
2715,The Velocity of Gary* *(Not His Real Name),1998,4.1,17,4,13,23,0,1,0,1,0,3.1,516,49,http://content8.flixster.com/movie/27/56/275698_det.jpg
2716,Ghost Busters,1984,7.6,46,43,3,93,6.2,5,3,2,60,3.6,65639,81,http://content8.flixster.com/movie/26/34/263418_det.jpg
2717,Ghostbusters II,1989,5.2,34,18,16,52,5.4,5,3,2,60,3.2,30085,62,http://content7.flixster.com/movie/25/96/259625_det.jpg
2718,Drop Dead Gorgeous,1999,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2719,The Haunting,1999,3.7,87,15,72,17,3.1,24,3,21,12,2.7,10812,42,http://content7.flixster.com/movie/10/81/95/10819505_det.jpg
2720,Inspector Gadget,1999,4,61,13,48,21,3.9,21,4,17,19,2.3,11127,26,http://content8.flixster.com/movie/10/87/99/10879942_det.jpg
2721,Trick,1999,6.8,22,17,5,77,6.8,6,4,2,66,3.7,1364,80,http://content8.flixster.com/movie/10/89/90/10899058_det.gif
2722,Deep Blue Sea,1999,5.7,89,51,38,57,5.8,22,14,8,63,2.8,26286,44,http://content7.flixster.com/movie/27/10/271021_det.jpg
2723,Mystery Men,1999,5.7,100,60,40,60,5.7,28,17,11,60,2.8,14333,52,http://content6.flixster.com/movie/25/66/256628_det.jpg
2724,Runaway Bride,1999,5.3,82,37,45,45,4.8,27,10,17,37,3,48629,57,http://content9.flixster.com/movie/10/84/58/10845851_det.jpg
2725,Twin Falls Idaho,1999,7.3,44,34,10,77,7.6,7,6,1,85,3.8,751,82,http://content7.flixster.com/movie/28/03/280317_det.jpg
2726,The Killing,1956,8.3,26,25,1,96,0,3,3,0,100,4,5595,90,http://content7.flixster.com/movie/29/43/294317_det.jpg
2727,Killer's Kiss,1955,6.8,17,14,3,82,0,3,3,0,100,3.3,2112,56,http://content8.flixster.com/movie/28/77/287714_det.jpg
2728,Spartacus,1960,8.1,45,43,2,95,0,4,3,1,75,3.7,25019,79,http://content7.flixster.com/movie/25/94/259493_det.jpg
2729,Lolita,1962,8,38,37,1,97,0,2,2,0,100,3.7,11593,80,http://content8.flixster.com/movie/30/09/300906_det.jpg
2730,Barry Lyndon,1975,7.8,49,46,3,93,7.5,7,7,0,100,4.1,12262,90,http://content8.flixster.com/movie/26/20/262022_det.jpg
2731,Les quatre cents coups,1959,9.3,48,48,0,100,8.8,8,8,0,100,4.4,9787,95,http://content6.flixster.com/movie/93/87/90/9387900_det.jpg
2732,Jules et Jim,1962,8.9,31,30,1,96,0,4,4,0,100,4.2,6006,89,http://content9.flixster.com/movie/10/85/31/10853127_det.jpg
2733,Vibes,1988,2.8,7,0,7,0,0,1,0,1,0,3.3,404,59,http://content6.flixster.com/movie/10/90/48/10904840_det.jpg
2734,The Mosquito Coast,1986,6.4,20,15,5,75,0,1,0,1,0,3.2,3391,55,http://content7.flixster.com/movie/26/00/260025_det.jpg
2735,The Golden Child,1986,3.9,19,5,14,26,0,2,1,1,50,2.9,9053,49,http://content6.flixster.com/movie/25/60/256000_det.jpg
2736,Brighton Beach Memoirs,1986,5.7,9,6,3,66,0,1,0,1,0,3.4,596,69,http://content8.flixster.com/movie/31/07/310718_det.jpg
2737,The Assassination of Jesse James by the Coward Robert Ford,2007,7.1,162,121,41,74,6.6,36,22,14,61,3.7,57534,73,http://content8.flixster.com/movie/10/93/78/10937894_det.jpg
2738,Crimes of the Heart,1986,7.6,14,14,0,100,0,1,1,0,100,3.3,602,53,http://content9.flixster.com/movie/25/87/258799_det.jpg
2739,The Color Purple,1985,6.7,24,21,3,87,0,1,1,0,100,3.9,30970,93,http://content9.flixster.com/movie/10/93/85/10938559_det.jpg
2741,No Mercy,1986,3.4,13,2,11,15,4.4,5,2,3,40,2.8,740,32,http://content8.flixster.com/movie/10/92/75/10927586_det.jpg
2742,Tenue de soirée,1986,0,4,3,1,75,0,1,1,0,100,3.8,345,75,http://content8.flixster.com/movie/11/12/67/11126790_det.jpg
2743,Native Son,1986,6,9,5,4,55,0,4,1,3,25,3.4,71,61,http://content6.flixster.com/movie/10/84/88/10848836_det.jpg
2744,Otello,1992,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2745,The Mission,1986,6.4,16,11,5,68,0,2,1,1,50,3.8,11307,83,http://content8.flixster.com/movie/10/91/81/10918186_det.jpg
2746,The Little Shop of Horrors,1960,6.2,11,10,1,90,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/84/01/10840135_det.jpg
2747,The Little Shop of Horrors,1960,6.2,11,10,1,90,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/84/01/10840135_det.jpg
2748,Allan Quatermain and the Lost City of Gold,1986,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/26/39/263925_det.jpg
2749,The Morning After,1986,5.8,15,11,4,73,0,1,1,0,100,2.9,557,33,http://content8.flixster.com/movie/10/89/04/10890474_det.jpg
2750,Radio Days,1987,7.9,21,20,1,95,0,1,1,0,100,3.8,3253,82,http://content9.flixster.com/movie/25/82/258223_det.jpg
2751,From the Hip,1987,4.7,6,1,5,16,0,1,0,1,0,3.2,411,59,http://content6.flixster.com/movie/26/28/262808_det.jpg
2752,Outrageous Fortune,1987,5,20,10,10,50,5,5,2,3,40,3,1206,54,http://content6.flixster.com/movie/27/11/271108_det.jpg
2753,The Bedroom Window,1987,6,14,12,2,85,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/88/16/10881655_det.jpg
2754,Deadtime Stories,1986,0,3,0,3,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/37/14/58/3714585_det.jpg
2755,Light of Day,1987,5.2,12,7,5,58,0,1,1,0,100,3.1,311,41,http://content7.flixster.com/movie/90/71/22/9071221_det.jpg
2756,Wanted: Dead or Alive,1986,4.1,8,2,6,25,0,1,0,1,0,2.9,934,43,http://content7.flixster.com/movie/11/13/07/11130785_det.jpg
2757,Frances,1982,7.6,15,14,1,93,0,1,1,0,100,3.8,713,78,http://content9.flixster.com/movie/28/50/285091_det.jpg
2758,Plenty,1985,7.3,7,5,2,71,0,1,1,0,100,3.4,613,54,http://content7.flixster.com/movie/28/40/284021_det.jpg
2759,Dick,1999,6.3,70,49,21,70,6.6,26,19,7,73,2.7,3840,45,http://content6.flixster.com/movie/25/93/259320_det.jpg
2761,The Iron Giant,1999,8,111,108,3,97,7.7,31,30,1,96,3.3,17836,72,http://content8.flixster.com/movie/10/93/88/10938822_det.jpg
2762,The Sixth Sense,1999,7.4,126,107,19,84,6.8,28,22,6,78,3.8,100968,87,http://content8.flixster.com/movie/25/38/253818_det.jpg
2763,The Thomas Crown Affair,1999,6.4,88,59,29,67,6.6,25,18,7,72,3.3,15699,71,http://content8.flixster.com/movie/26/71/267198_det.jpg
2764,The Thomas Crown Affair,1999,6.4,88,59,29,67,6.6,25,18,7,72,3.3,15699,71,http://content8.flixster.com/movie/26/71/267198_det.jpg
2765,The Acid House,1998,5.8,19,9,10,47,0,2,1,1,50,3.5,2715,68,http://content8.flixster.com/movie/28/89/288918_det.jpg
2766,The Adventures of Sebastian Cole,1998,5.7,22,9,13,40,6.6,5,4,1,80,0,0,0,http://content8.flixster.com/movie/31/11/311110_det.jpg
2767,Illuminata,1998,5.6,23,9,14,39,5.5,7,3,4,42,3.4,320,64,http://content8.flixster.com/movie/27/56/275614_det.jpg
2768,Stiff Upper Lips,1998,4.8,7,2,5,28,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/88/75/10887501_det.jpg
2769,The Whole Ten Yards,2004,2.8,116,5,111,4,3.3,31,2,29,6,3,11437,51,http://content8.flixster.com/movie/55/37/07/5537078_det.jpg
2770,Bowfinger,1999,7.1,107,85,22,79,7.3,26,23,3,88,2.8,8721,49,http://content8.flixster.com/movie/55/09/68/5509686_det.jpg
2771,Brokedown Palace,1999,4.7,34,10,24,29,6,5,3,2,60,3.2,4980,66,http://content9.flixster.com/movie/25/95/259523_det.jpg
2772,Detroit Rock City,1999,5.4,36,17,19,47,4.6,5,1,4,20,3.5,9815,80,http://content9.flixster.com/movie/11/15/17/11151771_det.jpg
2773,Alice et Martin,1998,6.3,42,26,16,61,6.6,13,10,3,76,3.4,246,51,http://content7.flixster.com/movie/10/14/06/10140645_det.jpg
2774,Better Than Chocolate,1999,5.8,21,8,13,38,0,4,1,3,25,3.8,3884,78,http://content8.flixster.com/movie/10/89/25/10892522_det.jpg
2775,Gegen die Wand,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/88/57/10885794_det.jpg
2776,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",1997,7.8,7,7,0,100,0,1,1,0,100,3,175,48,http://content9.flixster.com/movie/11/12/42/11124239_det.jpg
2777,Cobra,1986,2.5,14,1,13,7,0,3,1,2,33,2.7,5821,43,http://content7.flixster.com/movie/27/54/275401_det.jpg
2778,Never Talk to Strangers,1995,3.6,20,3,17,15,5,5,2,3,40,2.8,1191,41,http://content7.flixster.com/movie/10/91/88/10918861_det.jpg
2779,Heaven Can Wait,1943,7.8,9,8,1,88,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/28/70/287004_det.jpg
2780,The Raven,1963,6.4,9,8,1,88,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/84/02/10840228_det.jpg
2781,The Tingler,1959,5.9,14,10,4,71,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/93/55/10935575_det.jpg
2782,Pit and the Pendulum,1961,6.4,14,11,3,78,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/93/87/10938728_det.jpg
2783,The Tomb of Ligeia,1964,6.4,6,5,1,83,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/87/58/10875838_det.jpg
2784,The Masque of the Red Death,1964,5.9,12,7,5,58,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/84/01/10840125_det.jpg
2785,Tales of Terror,1962,6.1,10,6,4,60,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/93/55/10935515_det.jpg
2786,Haunted Honeymoon,1986,3.5,8,2,6,25,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/89/43/10894380_det.jpg
2787,Cat's Eye,1985,5.5,23,15,8,65,0,3,2,1,66,3.1,5931,52,http://content9.flixster.com/movie/25/76/257699_det.jpg
2788,And Now for Something Completely Different,1971,6.9,19,17,2,89,0,2,1,1,50,3.8,16003,85,http://content6.flixster.com/movie/10/93/78/10937840_det.jpg
2789,Damien: Omen II,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
2790,Earth: Final Conflict,1997,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2791,Airplane!,1980,8.3,49,48,1,97,7.8,5,5,0,100,3.6,31137,85,http://content6.flixster.com/movie/10/86/76/10867612_det.jpg
2792,Airplane II: The Sequel,1982,5.2,18,7,11,38,0,1,0,1,0,2.9,10524,52,http://content7.flixster.com/movie/25/57/255793_det.jpg
2793,An American Werewolf in Paris,1997,3.7,25,2,23,8,4.5,6,1,5,16,2.8,10235,38,http://content7.flixster.com/movie/10/85/06/10850689_det.jpg
2794,European Vacation,1985,4.8,20,8,12,40,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/25/78/257823_det.jpg
2795,Vacation,1983,7.3,34,32,2,94,0,3,3,0,100,3.5,11330,80,http://content6.flixster.com/movie/27/14/271424_det.jpg
2796,Funny Farm,1988,5.2,17,11,6,64,0,1,1,0,100,2.9,2927,51,http://content9.flixster.com/movie/10/95/43/10954319_det.jpg
2797,Big,1988,7.9,52,50,2,96,6.8,5,4,1,80,3.4,33658,73,http://content9.flixster.com/movie/10/83/88/10838839_det.jpg
2798,Problem Child 2,1991,2.6,12,2,10,16,0,1,0,1,0,0,0,0,http://content7.flixster.com/movie/24/82/39/2482393_det.jpg
2799,Problem Child 2,1991,2.6,12,2,10,16,0,1,0,1,0,0,0,0,http://content7.flixster.com/movie/24/82/39/2482393_det.jpg
2800,Little Nemo: Adventures in Slumberland,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/29/40/294019_det.jpg
2801,Oscar and Lucinda,1997,6.6,31,20,11,64,7.8,7,6,1,85,0,0,0,http://content7.flixster.com/movie/27/55/275505_det.jpg
2802,Tequila Sunrise,1988,5.1,18,9,9,50,0,3,0,3,0,2.9,3959,44,http://content7.flixster.com/movie/27/06/270697_det.jpg
2803,The Pelican Brief,1993,5.5,47,25,22,53,5.5,7,3,4,42,3.2,12632,62,http://content8.flixster.com/movie/10/91/79/10917978_det.jpg
2804,A Christmas Story,1983,8.3,43,38,5,88,0,3,2,1,66,3.7,23109,82,http://content6.flixster.com/movie/10/93/70/10937040_det.jpg
2805,Mickey Blue Eyes,1999,5.4,72,32,40,44,5.1,22,8,14,36,2.7,6320,39,http://content7.flixster.com/movie/26/13/261301_det.jpg
2806,Teaching Mrs. Tingle,1999,4,68,13,55,19,4,24,5,19,20,2.5,4339,34,http://content8.flixster.com/movie/26/66/266698_det.jpg
2807,Universal Soldier: The Return,1999,2.8,51,3,48,5,3.6,17,3,14,17,2.4,4533,35,http://content8.flixster.com/movie/11/14/54/11145414_det.jpg
2808,Universal Soldier,1992,4.2,23,5,18,21,4.3,7,2,5,28,2.8,9415,48,http://content9.flixster.com/movie/11/14/54/11145415_det.jpg
2809,Love Stinks,1999,3.5,47,9,38,19,3.8,16,3,13,18,3.2,1225,66,http://content6.flixster.com/movie/27/25/272528_det.jpg
2810,Perfect Blue,1998,6.4,22,14,8,63,0,2,1,1,50,3.9,4350,86,http://content8.flixster.com/movie/28/66/286610_det.jpg
2811,With Friends Like These...,1998,5.4,14,7,7,50,4.7,5,2,3,40,2.6,46,33,http://content7.flixster.com/movie/10/89/19/10891933_det.jpg
2812,In Too Deep,1999,4.9,55,20,35,36,5.8,20,10,10,50,3.6,1315,76,http://content7.flixster.com/movie/27/19/271909_det.jpg
2813,The Source,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/88/47/10884793_det.jpg
2814,The Vampire Bat,1933,0,4,2,2,50,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/28/56/10285636_det.jpg
2815,Iron Eagle,1986,3.6,5,2,3,40,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/25/86/258699_det.jpg
2816,Iron Eagle II,1988,0,1,0,1,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/21/00/21/2100214_det.jpg
2817,Aces: Iron Eagle III,1992,2.2,6,0,6,0,0,1,0,1,0,2.5,1084,27,http://content9.flixster.com/movie/10/88/33/10883351_det.jpg
2818,Iron Eagle IV,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/26/25/262504_det.jpg
2819,Three Days of the Condor,1975,7,37,32,5,86,0,4,2,2,50,3.8,3200,83,http://content9.flixster.com/movie/26/72/267291_det.jpg
2820,Hamlet,1996,8.2,54,51,3,94,7.2,14,11,3,78,3.8,5816,86,http://content7.flixster.com/movie/10/94/26/10942625_det.jpg
2821,Male and Female,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/84/74/10847448_det.jpg
2822,Medicine Man,1992,3.9,18,4,14,22,0,2,0,2,0,2.9,3697,51,http://content8.flixster.com/movie/25/62/256214_det.jpg
2823,"Die Spinnen, 1. Teil - Der Goldene See",1919,0,3,3,0,100,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/88/31/10883105_det.jpg
2824,On the Ropes,1999,7.6,13,12,1,92,0,3,3,0,100,3.3,155,63,http://content6.flixster.com/movie/30/55/305516_det.jpg
2825,Ring Around the Rosie,2006,0,3,0,3,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/93/59/10935900_det.jpg
2826,The 13th Warrior,1999,4.6,86,28,58,32,4.9,18,7,11,38,3.2,24204,66,http://content7.flixster.com/movie/10/87/23/10872325_det.jpg
2827,The Astronaut's Wife,1999,4.2,57,9,48,15,4.6,18,5,13,27,2.8,11206,42,http://content9.flixster.com/movie/27/36/273627_det.jpg
2829,The Muse,1999,5.9,76,39,37,51,5.6,23,10,13,43,2.6,1169,29,http://content6.flixster.com/movie/26/39/263996_det.jpg
2830,Bure baruta,1998,7.8,13,11,2,84,0,4,4,0,100,3.8,311,78,http://content9.flixster.com/movie/14/81/25/1481255_det.jpg
2831,A Dog of Flanders,1999,4.5,23,4,19,17,0,3,0,3,0,3.7,259,76,http://content7.flixster.com/movie/10/88/37/10883709_det.jpg
2832,The Lost Son,1999,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/85/73/81/8573816_det.jpg
2833,Lucie Aubrac,1997,7,22,17,5,77,7,7,5,2,71,3.6,169,67,http://content8.flixster.com/movie/10/94/29/10942906_det.jpg
2834,"Martha - Meet Frank, Daniel and Laurence",1998,5.1,8,3,5,37,0,1,0,1,0,3.3,1423,59,http://content7.flixster.com/movie/10/88/40/10884009_det.jpg
2835,Chill Factor,1999,3.3,72,5,67,6,3,23,0,23,0,2.7,2079,36,http://content9.flixster.com/movie/10/89/85/10898575_det.gif
2836,Outside Providence,1999,5.6,74,37,37,50,6.2,24,15,9,62,3.2,1355,60,http://content8.flixster.com/movie/26/89/268914_det.jpg
2837,Bedrooms and Hallways,1998,6.3,13,9,4,69,0,1,1,0,100,3.6,615,70,http://content6.flixster.com/movie/45/37/453700_det.jpg
2839,West Beyrouth (À l'abri les enfants),1998,7.2,15,14,1,93,0,1,1,0,100,4.3,382,92,http://content8.flixster.com/movie/10/88/50/10885030_det.jpg
2840,Stigmata,1999,4,88,19,69,21,3.2,24,3,21,12,3.1,12281,65,http://content6.flixster.com/movie/12/87/29/1287292_det.jpg
2841,Stir of Echoes,1999,6.4,103,69,34,66,6.4,25,18,7,72,3.4,14833,69,http://content8.flixster.com/movie/11/12/40/11124030_det.gif
2842,Best Laid Plans,1999,5.8,20,9,11,45,0,4,2,2,50,3.1,1229,43,http://content6.flixster.com/movie/28/14/281492_det.jpg
2843,"Crna macka, beli macor",1998,6.9,18,16,2,88,0,2,2,0,100,4.4,6471,94,http://content7.flixster.com/movie/10/83/83/10838389_det.jpg
2844,The Minus Man,1999,5.9,34,20,14,58,6.7,8,6,2,75,3,1065,43,http://content7.flixster.com/movie/27/49/274997_det.jpg
2845,Whiteboyz,1999,4,15,2,13,13,0,3,0,3,0,2.6,58,27,http://content7.flixster.com/movie/10/87/95/10879541_det.jpg
2846,Koneko monogatari,1986,6.6,9,7,2,77,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/11/15/03/11150394_det.jpg
2847,Only Angels Have Wings,1939,8.4,11,11,0,100,0,1,1,0,100,3.8,1509,78,http://content7.flixster.com/movie/29/52/295293_det.jpg
2848,Othello,1995,6.3,38,26,12,68,6.1,11,7,4,63,3.3,2018,66,http://content6.flixster.com/movie/10/92/98/10929892_det.jpg
2849,Queens Logic,1991,5.2,7,3,4,42,0,2,0,2,0,2.9,360,29,http://content8.flixster.com/movie/31/10/311094_det.jpg
2850,Wayne's World,1992,6.8,45,38,7,84,6.4,7,5,2,71,3.4,45784,80,http://content7.flixster.com/movie/59/51/42/5951425_det.jpg
2851,Saturn 3,1980,3.8,7,1,6,14,0,1,0,1,0,0,0,0,http://content9.flixster.com/movie/27/50/275019_det.jpg
2852,A Soldier's Story,1984,7.2,16,14,2,87,0,2,0,2,0,3.7,1759,80,http://content6.flixster.com/movie/25/74/257496_det.jpg
2853,Communion,1976,0,3,2,1,66,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/27/88/278819_det.jpg
2854,The Forgotten,1973,0,4,0,4,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/90/56/10905636_det.jpg
2855,The Power of Nightmares: The Rise of the Politics of Fear,2004,8.1,7,6,1,85,8,5,4,1,80,4.5,575,96,http://content6.flixster.com/movie/10/89/72/10897244_det.jpg
2856,I Saw What You Did,1965,0,1,0,1,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/30/80/308092_det.jpg
2857,Yellow Submarine,1968,7.6,36,34,2,94,7.2,8,7,1,87,3.6,7369,82,http://content6.flixster.com/movie/10/93/36/10933636_det.jpg
2858,American Beauty,1999,8,151,134,17,88,7.8,32,29,3,90,3.8,115181,90,http://content9.flixster.com/movie/55/05/64/5505643_det.jpg
2859,Stop Making Sense,1984,8.8,29,28,1,96,0,3,3,0,100,4.4,1700,95,http://content9.flixster.com/movie/10/91/02/10910247_det.jpg
2860,Blue Streak,1999,4.8,68,24,44,35,4.4,20,6,14,30,3,13413,65,http://content8.flixster.com/movie/10/86/76/10867638_det.jpg
2861,For Love of the Game,1999,6.3,55,35,20,63,6,8,4,4,50,3.3,6328,74,http://content9.flixster.com/movie/25/61/256191_det.jpg
2862,Caligola,1979,2.9,28,6,22,21,0,3,0,3,0,2.8,3230,42,http://content6.flixster.com/movie/28/57/285700_det.jpg
2863,A Hard Day's Night,1964,8.2,72,72,0,100,7.9,22,22,0,100,3.9,9274,87,http://content8.flixster.com/movie/25/09/250902_det.jpg
2864,American Splendor,2003,8.3,178,167,11,93,8.6,42,42,0,100,3.7,9157,85,http://content9.flixster.com/movie/10/85/16/10851667_det.jpg
2865,Sugar Town,1999,6.2,24,16,8,66,5.9,6,3,3,50,3,177,41,http://content6.flixster.com/movie/31/01/69/3101692_det.jpg
2866,The Buddy Holly Story,1978,7.3,15,15,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/25/85/258502_det.jpg
2867,Fright Night,1985,7.3,27,25,2,92,0,3,2,1,66,3.3,7746,70,http://content8.flixster.com/movie/10/91/56/10915658_det.jpg
2868,Fright Night Part 2,1988,4.7,6,2,4,33,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/91/56/10915657_det.jpg
2869,La séparation,1994,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2870,Barefoot in the Park,1967,6.4,13,11,2,84,0,1,0,1,0,3.7,3074,77,http://content6.flixster.com/movie/10/88/84/10888420_det.jpg
2871,Deliverance,1972,8.5,50,47,3,94,5.8,5,2,3,40,3.6,10182,79,http://content7.flixster.com/movie/26/75/267521_det.jpg
2872,Excalibur,1981,7.3,25,20,5,80,0,3,1,2,33,3.4,11195,74,http://content9.flixster.com/movie/26/79/267991_det.jpg
2873,Lulu on the Bridge,1998,3.6,8,0,8,0,0,1,0,1,0,0,0,0,http://content7.flixster.com/movie/10/87/69/10876949_det.jpg
2874,The Pajama Game,1957,7.4,10,9,1,90,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/95/84/10/9584109_det.jpg
2875,Sommersby,1993,5.9,23,14,9,60,7,6,5,1,83,3.1,2582,55,http://content8.flixster.com/movie/25/92/259218_det.jpg
2876,Thumbelina,1994,5.2,8,2,6,25,0,2,1,1,50,3.1,9634,64,http://content8.flixster.com/movie/11/14/33/11143398_det.jpg
2877,Tommy,1975,7.1,15,13,2,86,0,1,1,0,100,3.4,5178,71,http://content6.flixster.com/movie/25/56/255628_det.jpg
2878,Hell Night,1981,4.5,6,3,3,50,0,1,0,1,0,3,927,45,http://content9.flixster.com/movie/27/07/270799_det.jpg
2879,Fei ying gai wak,1991,6.4,32,22,10,68,6.5,13,11,2,84,3.2,3303,65,http://content8.flixster.com/movie/10/87/95/10879542_det.jpg
2880,Long xiong hu di,1987,6.6,8,6,2,75,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/11/15/20/11152098_det.jpg
2881,Double Jeopardy,1999,4.4,83,21,62,25,4.1,21,4,17,19,3.2,12512,68,http://content6.flixster.com/movie/26/97/269724_det.jpg
